"start_date","end_date","total_orders","subtotal_sales","self_delivery_charge","merchant_fees","sales_tax","tip","merchant_total","commission","delivery_commission","gh_plus_commission","order_processing_fee","withheld_sales_tax","merchant_funded_promotion_and_loyalty","merchant_net_total"
"2025-02-01","2025-05-10","36","1062.08","0.00","0.00","75.30","0.00","1137.38","-217.23","-108.67","0.00","-41.44","0.00","-149.40","620.64"
